,Season,NflId,DisplayName,PlayerWeight,PlayerHeight,PlayerCollegeName,PlayerAge_int,PlayerAge,HeightFt,HeightIn,HeightCm,WeightKg,PlayerBMI,categoryId
5919,2017,2507728,Jermey Parnell,326,78,Mississippi,31,31.145000918954548,6,6,198.12,147.87111262000002,37.668967784352404,b
5920,2017,2539259,Patrick Omameh,327,76,Michigan,27,27.700784628742362,6,4,193.04,148.32470499000001,39.79934210526316,b
5921,2017,2543475,Marqise Lee,196,72,Southern California,25,25.79524048089842,6,0,182.88,88.90410452,26.579475308641975,7
5922,2017,2543477,Blake Bortles,236,77,Central Florida,25,25.370873608892946,6,5,195.57999999999998,107.04779932000001,27.98245909934222,b
5923,2017,2543509,Allen Robinson,220,74,Penn State,24,24.04849167870814,6,2,187.96,99.79032140000001,28.243243243243246,b
5924,2017,2543729,Brandon Linder,315,78,Miami,25,25.628231582883362,6,6,198.12,142.88159655,36.39792899408284,b
5925,2017,2552330,A.J. Cann,325,75,South Carolina,25,25.88558955687378,6,3,190.5,147.41752025,40.617777777777775,b
5926,2017,2552396,Ben Koyack,258,77,Notre Dame,24,24.42357723654524,6,5,195.57999999999998,117.02683146000001,30.590993422162253,b
5927,2017,2557973,Leonard Fournette,228,72,Louisiana State,22,22.646712075696506,6,0,182.88,103.41906036,30.91898148148148,b
5928,2017,2558004,Cam Robinson,320,78,Alabama,21,21.92391946789363,6,6,198.12,145.14955840000002,36.97567389875083,b
5929,2017,80421,Brian Cushing,250,75,USC,30,30.63028497097371,6,3,190.5,113.3980925,31.244444444444447,7
5930,2017,2495488,J.J. Watt,288,77,Wisconsin,28,28.472858550713617,6,5,195.57999999999998,130.63460256000002,34.148085680553216,b
5931,2017,2495872,Johnathan Joseph,185,71,South Carolina,33,33.40372781833853,5,11,180.34,83.91458845000001,25.799444554651853,b
5932,2017,2533049,Whitney Mercilus,258,76,Illinois,27,27.142263068167413,6,4,193.04,117.02683146000001,31.40131578947368,b
5933,2017,2543456,Jadeveon Clowney,255,77,South Carolina,24,24.571421179050372,6,5,195.57999999999998,115.66605435000001,30.235284196323157,b
5934,2017,2543874,Andre Hal,195,70,Vanderbilt,25,25.283262383704717,5,10,177.8,88.45051215000001,27.976530612244897,b
5935,2017,2552261,Kevin Johnson,185,72,Wake Forest,25,25.099826380966867,6,0,182.88,83.91458845000001,25.087770061728396,b
5936,2017,2552490,Benardrick McKinney,257,76,Mississippi State,24,24.809614197530863,6,4,193.04,116.57323909,31.279605263157894,b
5937,2017,2553817,Corey Moore,200,74,Georgia,24,24.617964642431616,6,2,187.96,90.718474,25.675675675675674,b
5938,2017,2555388,D.J. Reader,347,75,Clemson,23,23.197020083910058,6,3,190.5,157.39655239,43.36728888888889,b
5939,2017,2556551,Joel Heath,302,78,Michigan State,24,24.231927681445992,6,6,198.12,136.98489574,34.89579224194609,b
5943,2017,2540225,Tommy Bohanon,246,73,Wake Forest,27,27.002633755418664,6,1,185.42,111.58372302000001,32.45224244698818,b
5962,2017,744,Calais Campbell,300,80,Miami,31,31.027293488731715,6,8,203.2,136.077711,32.953125,b
5963,2017,494259,Barry Church,218,74,Toledo,29,29.581708273125965,6,2,187.96,98.88313666,27.986486486486488,b
5964,2017,2495712,Paul Posluszny,232,74,Penn State,32,32.919148382639996,6,2,187.96,105.23342984,29.783783783783786,7
5965,2017,2532848,Tashaun Gipson,212,73,Wyoming,27,27.09573975841002,6,1,185.42,96.16158244,27.96697316569713,b
5966,2017,2532873,Malik Jackson,290,77,Tennessee,27,27.665212722133496,6,5,195.57999999999998,131.5417873,34.38522516444594,b
5967,2017,2539230,Abry Jones,318,76,Georgia,26,26.008812995918575,6,4,193.04,144.24237366,38.703947368421055,b
5968,2017,2541162,A.J. Bouye,191,72,Central Florida,26,26.071783564022613,6,0,182.88,86.63614267,25.9014274691358,b
5969,2017,2543711,Telvin Smith,215,75,Florida State,26,26.41949061398839,6,3,190.5,97.52235955,26.87022222222222,b
5970,2017,2555280,Jalen Ramsey,208,73,Florida State,22,22.882187397013716,6,1,185.42,94.34721296000001,27.439294426721712,b
5971,2017,2555329,Myles Jack,244,73,UCLA,22,22.022502249854234,6,1,185.42,110.67653828,32.18840307750047,b
5972,2017,2555421,Yannick Ngakoue,246,74,Maryland,22,22.449606972646844,6,2,187.96,111.58372302000001,31.581081081081084,b
5973,2017,758,Breno Giacomini,320,79,Louisville,31,31.955424905569497,6,7,200.66,145.14955840000002,36.045505527960266,7
5974,2017,2532787,Jeff Allen,305,76,Illinois,27,27.673426274494894,6,4,193.04,138.34567285,37.12171052631579,b
5975,2017,2533034,Lamar Miller,221,70,Miami (Fla.),26,26.38116070296854,5,10,177.8,100.24391377,31.70673469387755,b
5976,2017,2540165,DeAndre Hopkins,212,73,Clemson,25,25.264117581818642,6,1,185.42,96.16158244,27.96697316569713,b
5977,2017,2541316,Ryan Griffin,255,78,Connecticut,27,27.665212722133496,6,6,198.12,115.66605435000001,29.464990138067062,b
5978,2017,2543640,Tom Savage,230,76,Pittsburgh,27,27.377738389484627,6,4,193.04,104.32624510000001,27.99342105263158,7
5979,2017,2543666,Xavier Su'a-Filo,310,76,UCLA,26,26.6932756927016,6,4,193.04,140.6136347,37.73026315789474,b
5980,2017,2543721,C.J. Fiedorowicz,265,77,Iowa,25,25.88834756128476,6,5,195.57999999999998,120.20197805000001,31.420981615786808,7
5981,2017,2553549,Kendall Lamm,310,77,Appalachian State,25,25.266855432605777,6,5,195.57999999999998,140.6136347,36.75662000337325,b
5982,2017,2555189,Nick Martin,300,76,Notre Dame,24,24.368840374426444,6,4,193.04,136.077711,36.51315789473684,b
5983,2017,2556463,Stephen Anderson,230,75,California,24,24.612509094481204,6,3,190.5,104.32624510000001,28.74488888888889,7
5990,2017,2550353,Allen Hurns,195,75,Miami,25,25.830857954977564,6,3,190.5,88.45051215000001,24.370666666666665,b
5996,2017,496735,Kareem Jackson,185,70,Alabama,29,29.420180336907748,5,10,177.8,83.91458845000001,26.541836734693877,b
6034,2017,2543501,Aaron Colvin,191,72,Oklahoma,25,25.94311839303369,6,0,182.88,86.63614267,25.9014274691358,b
6044,2017,2543646,Bruce Ellington,200,69,South Carolina,26,26.055370275306107,5,9,175.26,90.718474,29.531611006091154,b
6048,2017,2555234,Tyler Ervin,185,70,San Jose State,23,23.928060213704462,5,10,177.8,83.91458845000001,26.541836734693877,b
6060,2017,2556711,Jarrod Wilson,210,74,Michigan,23,23.585832160874084,6,2,187.96,95.2543977,26.95945945945946,b
6078,2017,2555241,Sheldon Day,294,73,Notre Dame,23,23.197058046239256,6,1,185.42,133.35615678000002,38.78438731469319,b
6103,2017,2557839,Dawuane Smoot,264,75,Illinois,22,22.529025337795016,6,3,190.5,119.74838568000001,32.99413333333333,b
6104,2017,2559132,Eli Ankou,325,75,UCLA,23,23.260031497959286,6,3,190.5,147.41752025,40.617777777777775,b
6129,2017,2495153,Marcus Gilchrist,200,70,Clemson,28,28.757646905975104,5,10,177.8,90.718474,28.693877551020407,b
6134,2017,2550559,Brandon Dunn,310,74,Louisville,25,25.015004879965524,6,2,187.96,140.6136347,39.7972972972973,b
6136,2017,2552602,Christian Covington,305,74,Rice,23,23.903437460389892,6,2,187.96,138.34567285,39.1554054054054,b
6162,2017,2507999,Chris Ivory,223,72,Tiffin University,29,29.472229447106244,6,0,182.88,101.15109851000001,30.240933641975307,b
6192,2017,2559153,Keelan Cole,194,73,Kentucky Wesleyan,24,24.3935193424088,6,1,185.42,87.99691978,25.592418840307747,b
6255,2017,2553431,Dante Fowler,255,75,Florida,23,23.10674607701473,6,3,190.5,115.66605435000001,31.869333333333337,b
6268,2017,2555348,Braxton Miller,215,74,Ohio State,24,24.779572907952442,6,2,187.96,97.52235955,27.60135135135135,7
6335,2017,2557994,D'Onta Foreman,236,73,Texas,21,21.381919822800214,6,1,185.42,107.04779932000001,31.133045599549636,b
6496,2017,2550398,Tyler Shatley,310,75,Clemson,26,26.35388828681522,6,3,190.5,140.6136347,38.74311111111111,b
6503,2017,2532928,Eddie Pleasant,210,70,Oregon,28,28.733080620833018,5,10,177.8,95.2543977,30.12857142857143,b
6509,2017,2553519,Kurtis Drummond,200,73,Michigan State,25,25.617406425076684,6,1,185.42,90.718474,26.383936948770877,7
6559,2017,2539662,Lerentee McCray,249,75,Florida,27,27.043863855299517,6,3,190.5,112.94450013000001,31.119466666666668,b
6596,2017,2553560,Greg Mancz,310,76,Toledo,25,25.384755082769285,6,4,193.04,140.6136347,37.73026315789474,b
6599,2017,2558063,Deshaun Watson,221,74,Clemson,21,21.992557957512613,6,2,187.96,100.24391377,28.37162162162162,b
6709,2017,2558094,Zach Cunningham,238,75,Vanderbilt,22,22.7482366846655,6,3,190.5,107.95498406,29.744711111111112,b
7017,2017,2559152,Dylan Cole,237,72,Missouri State,23,23.315024589956145,6,0,182.88,107.50139169,32.139467592592595,b
7084,2017,497270,Arrelious Benn,228,74,Illinois,29,29.007067204096636,6,2,187.96,103.41906036,29.27027027027027,7
7100,2017,2552730,Brian Peters,240,76,Northwestern (Ia),28,28.861961112378633,6,4,193.04,108.8621688,29.210526315789473,b
7103,2017,2556673,Brennan Scarlett,263,76,Stanford,24,24.114527847491573,6,4,193.04,119.29479331,32.00986842105263,b
7172,2017,71265,Jared Cook,254,77,South Carolina,30,30.430423035972318,6,5,195.57999999999998,115.21246198,30.116714454376794,b
7173,2017,71269,Michael Crabtree,215,73,Texas Tech,29,29.99236691003118,6,1,185.42,97.52235955,28.36273221992869,b
7174,2017,497030,Marshall Newhouse,328,76,Texas Christian,28,28.949245760133852,6,4,193.04,148.77829736,39.921052631578945,b
7175,2017,2495171,Rodney Hudson,315,74,Florida State,28,28.16622043501407,6,2,187.96,142.88159655,40.439189189189186,b
7176,2017,2495663,Marshawn Lynch,215,71,California,31,31.388670811468554,5,11,180.34,97.52235955,29.983138266217022,b
7177,2017,2506706,Donald Penn,315,76,Utah State,34,34.37566602022967,6,4,193.04,142.88159655,38.338815789473685,b
7178,2017,2532922,Kelechi Osemele,330,77,Iowa State,28,28.215501749182447,6,5,195.57999999999998,149.6854821,39.12801484230056,b
7179,2017,2543499,Derek Carr,210,75,Fresno State,26,26.457801543843637,6,3,190.5,95.2543977,26.245333333333335,b
7180,2017,2543733,Gabe Jackson,336,75,Mississippi State,26,26.167589360407636,6,3,190.5,152.40703632,41.992533333333334,b
7181,2017,2550597,Seth Roberts,195,74,West Alabama,26,26.55088847060613,6,2,187.96,88.45051215000001,25.033783783783786,b
7182,2017,2552487,Amari Cooper,211,73,Alabama,23,23.235351167389155,6,1,185.42,95.70799007000001,27.83505348095327,b
7183,2017,2354,Wesley Woodyard,233,72,Kentucky,31,31.142264240626663,6,0,182.88,105.68702221000001,31.59702932098765,b
7184,2017,71423,Brian Orakpo,257,76,Texas,31,31.114885732755344,6,4,193.04,116.57323909,31.279605263157894,b
7185,2017,238466,Brice McCain,190,69,Utah,30,30.753489428853904,5,9,175.26,86.1825503,28.0550304557866,7
7186,2017,496828,Derrick Morgan,261,76,Georgia Tech,28,28.678198532207773,6,4,193.04,118.38760857000001,31.76644736842105,b
7187,2017,2495476,Jurrell Casey,305,73,Southern California,27,27.76649422009278,6,1,185.42,138.34567285,40.23550384687559,b
7188,2017,2539223,Johnathan Cyprien,211,73,Florida International,27,27.120361434329606,6,1,185.42,95.70799007000001,27.83505348095327,7
7189,2017,2540162,Logan Ryan,195,71,Rutgers,26,26.58648053083885,5,11,180.34,88.45051215000001,27.19400912517358,b
7190,2017,2543504,DaQuan Jones,322,76,Penn State,25,25.70763042816944,6,4,193.04,146.05674314,39.19078947368421,b
7191,2017,2543597,Avery Williamson,246,73,Kentucky,25,25.507767320708798,6,1,185.42,111.58372302000001,32.45224244698818,b
7192,2017,2555158,Kevin Byard,212,71,Middle Tennessee,24,24.067657806677314,5,11,180.34,96.16158244,29.564768895060503,b
7193,2017,2558065,Adoree' Jackson,185,71,Southern California,21,21.98141550688265,5,11,180.34,83.91458845000001,25.799444554651853,b
7194,2017,2507167,Reggie Nelson,210,71,Florida,33,33.97322068218116,5,11,180.34,95.2543977,29.28585598095616,b
7195,2017,2532871,Bruce Irvin,250,75,West Virginia,29,29.86096879990874,6,3,190.5,113.3980925,31.244444444444447,b
7196,2017,2540170,David Amerson,205,73,North Carolina State,25,25.75966832078485,6,1,185.42,92.98643585,27.043535372490147,b
7197,2017,2543463,Khalil Mack,269,75,Buffalo,26,26.550907198266028,6,3,190.5,122.01634753,33.61902222222222,b
7198,2017,2543812,Justin Ellis,350,74,Louisiana Tech,26,26.70696469313256,6,2,187.96,158.7573295,44.932432432432435,b
7199,2017,2550164,T.J. Carrie,204,72,Ohio,27,27.123118012776636,6,0,182.88,92.53284348000001,27.66435185185185,b
7200,2017,2553433,Mario Edwards,280,75,Florida State,23,23.626882557608944,6,3,190.5,127.00586360000001,34.99377777777777,b
7201,2017,2555303,Cory James,230,73,Colorado State,24,24.305869552817704,6,1,185.42,104.32624510000001,30.34152749108651,7
7202,2017,2555342,Karl Joseph,200,70,West Virginia,24,24.007443817020306,5,10,177.8,90.718474,28.693877551020407,b
7203,2017,2557972,Marquel Lee,235,75,Wake Forest,21,21.89108515856719,6,3,190.5,106.59420695,29.369777777777777,b
7204,2017,2557982,Eddie Vanderdoes,315,75,UCLA,22,22.912303502167465,6,3,190.5,142.88159655,39.368,7
7205,2017,497284,Eric Decker,214,75,Minnesota,30,30.493412331736252,6,3,190.5,97.06876718000001,26.745244444444445,7
7206,2017,2495207,DeMarco Murray,220,73,Oklahoma,29,29.578970168834132,6,1,185.42,99.79032140000001,29.022330643647965,7
7207,2017,2532883,Ben Jones,308,75,Georgia,28,28.19361767054529,6,3,190.5,139.70644996000001,38.49315555555555,b
7208,2017,2532903,Rishard Matthews,217,72,Nevada,27,27.914356890257814,6,0,182.88,98.42954429000001,29.427276234567902,b
7209,2017,2535535,Phillip Supernaw,255,77,Ouachita Baptist,27,27.613193303673285,6,5,195.57999999999998,115.66605435000001,30.235284196323157,7
7210,2017,2541142,Josh Kline,300,75,Kent State,27,27.70080452886151,6,3,190.5,136.077711,37.49333333333333,b
7211,2017,2550132,Taylor Lewan,309,79,Michigan,26,26.140229580196213,6,7,200.66,140.16004233,34.80644127543663,b
7212,2017,2552466,Marcus Mariota,222,76,Oregon,23,23.865075576089435,6,4,193.04,100.69750614,27.019736842105264,b
7213,2017,2553824,Quinton Spain,330,76,West Virginia,26,26.0964239676021,6,4,193.04,149.6854821,40.16447368421053,b
7214,2017,2555279,Jack Conklin,308,78,Michigan State,23,23.068360997033995,6,6,198.12,139.70644996000001,35.58908612754767,b
7215,2017,2558207,Jonnu Smith,248,75,Florida International,22,22.055356205795118,6,3,190.5,112.49090776,30.99448888888889,b
7229,2017,2495966,Delanie Walker,248,74,Central Missouri,33,33.080682561411514,6,2,187.96,112.49090776,31.83783783783784,b
7231,2017,2535131,Dennis Kelly,321,80,Purdue,27,27.65152445052856,6,8,203.2,145.60315077,35.25984375,b
7248,2017,2558111,Treyvon Hester,304,74,Toledo,24,24.971169734073566,6,2,187.96,137.89208048,39.027027027027025,b
7255,2017,2552464,Jalston Fowler,261,71,Alabama,27,27.128596154333664,5,11,180.34,118.38760857000001,36.39813529061694,7
7307,2017,2495347,Lee Smith,265,78,Marshall,29,29.806230892083047,6,6,198.12,120.20197805000001,30.620479947403027,b
7311,2017,2540145,Cordarrelle Patterson,238,74,Tennessee,26,26.48795573807894,6,2,187.96,107.95498406,30.554054054054053,b
7320,2017,2539270,Sylvester Williams,328,74,North Carolina,28,28.804177503992697,6,2,187.96,148.77829736,42.108108108108105,b
7324,2017,2556368,Austin Johnson,314,76,Penn State,23,23.34490303445129,6,4,193.04,142.42800418000002,38.2171052631579,b
7336,2017,2555464,DeAndre Washington,210,68,Texas Tech,24,24.549561468552742,5,8,172.72,95.2543977,31.926903114186853,b
7341,2017,2507488,Erik Walden,250,74,Middle Tennessee State,32,32.05674832686896,6,2,187.96,113.3980925,32.09459459459459,7
7346,2017,2558005,Jayon Brown,226,72,UCLA,22,22.539978990797778,6,0,182.88,102.51187562000001,30.647762345679013,b
7363,2017,2495300,Karl Klug,278,75,Iowa,29,29.447582927725808,6,3,190.5,126.09867886,34.74382222222222,7
7459,2017,2507783,Sean Smith,220,75,Utah,30,30.162192181914975,6,3,190.5,99.79032140000001,27.49511111111111,7
7464,2017,2553898,Tyrell Adams,228,74,West Georgia,25,25.41749676781504,6,2,187.96,103.41906036,29.27027027027027,7
7477,2017,2556075,Derrick Henry,247,75,Alabama,23,23.684437219560422,6,3,190.5,112.03731539,30.86951111111111,b
7478,2017,2557848,Corey Davis,209,75,Western Michigan,22,22.665956726747282,6,3,190.5,94.80080533,26.120355555555555,b
7489,2017,2555146,Vadal Alexander,326,77,LSU,23,23.470888977615534,6,5,195.57999999999998,147.87111262000002,38.6537358745151,7
7534,2017,2556885,Jalen Richard,207,68,Southern Mississippi,23,23.906211815854185,5,8,172.72,93.89362059,31.470804498269896,b
7543,2017,2555320,Aaron Wallace,242,74,UCLA,24,24.17725904378026,6,2,187.96,109.76935354000001,31.06756756756757,b
7640,2017,2550646,Denico Autry,285,77,Mississippi State,27,27.158806753365276,6,5,195.57999999999998,129.27382545,33.792376454714116,b
7698,2017,2557870,Taywan Taylor,203,71,Western Kentucky,22,22.529159758663525,5,11,180.34,92.07925111,28.309660781590956,b
7820,2017,2559054,Nicholas Morrow,225,72,Greenville,22,22.173298666565266,6,0,182.88,102.05828325,30.512152777777775,b
8001,2017,2495339,Da'Norris Searcy,205,71,North Carolina,28,28.81813071969985,5,11,180.34,92.98643585,28.5885736956953,b
8084,2017,2552397,Clive Walford,252,76,Miami (Fla.),25,25.94613243719421,6,4,193.04,114.30527724000001,30.67105263157895,7
8092,2017,2541756,Brynden Trawick,225,74,Troy,27,27.884530794483737,6,2,187.96,102.05828325,28.885135135135133,7
8162,2017,79848,Malcolm Jenkins,204,72,Ohio State,29,29.726794781605697,6,0,182.88,92.53284348000001,27.66435185185185,b
8163,2017,496788,Brandon Graham,265,74,Michigan,29,29.439320448956828,6,2,187.96,120.20197805000001,34.02027027027027,b
8164,2017,2508084,Patrick Robinson,191,71,Florida State,30,30.011531263467436,5,11,180.34,86.63614267,26.636183296964887,b
8165,2017,2532800,Nigel Bradham,241,74,Florida State,28,28.01837589043527,6,2,187.96,109.31576117,30.93918918918919,b
8166,2017,2532825,Vinny Curry,279,75,Marshall,29,29.198389579689202,6,3,190.5,126.55227123,34.8688,b
8167,2017,2533051,Fletcher Cox,310,76,Mississippi State,26,26.74527527441884,6,4,193.04,140.6136347,37.73026315789474,b
8168,2017,2534832,Rodney McLeod,195,70,Virginia,27,27.218923460592695,5,10,177.8,88.45051215000001,27.976530612244897,b
8169,2017,2543461,Timmy Jernigan,295,74,Florida State,24,24.962934411995843,6,2,187.96,133.80974915000002,37.87162162162162,b
8170,2017,2552315,Jordan Hicks,236,73,Texas,25,25.2066031320506,6,1,185.42,107.04779932000001,31.133045599549636,b
8171,2017,2552689,Ronald Darby,193,71,Florida State,23,23.689833795979414,5,11,180.34,87.54332741,26.91509621106923,b
8172,2017,2555383,Jalen Mills,191,72,LSU,23,23.432475821988998,6,0,182.88,86.63614267,25.9014274691358,b
8173,2017,497028,Shawn Lauvao,308,75,Arizona State,29,29.877376574897966,6,3,190.5,139.70644996000001,38.49315555555555,b
8174,2017,497073,Trent Williams,320,77,Oklahoma,29,29.146370414733692,6,5,195.57999999999998,145.14955840000002,37.9423174228369,b
8175,2017,2531332,Terrelle Pryor,228,76,Ohio State,28,28.226452550257306,6,4,193.04,103.41906036,27.75,b
8176,2017,2532820,Kirk Cousins,202,75,Michigan State,29,29.061497040332597,6,3,190.5,91.62565874,25.24551111111111,b
8177,2017,2540011,Chris Thompson,195,68,Florida State,26,26.893119216923974,5,8,172.72,88.45051215000001,29.646410034602077,b
8178,2017,2540160,Jordan Reed,242,74,Florida,27,27.191544952721372,6,2,187.96,109.76935354000001,31.06756756756757,b
8179,2017,2543489,Morgan Moses,330,78,Virginia,26,26.526247211448272,6,6,198.12,149.6854821,38.13116370808678,b
8180,2017,2543759,Ryan Grant,195,72,Tulane,26,26.728848169696047,6,0,182.88,88.45051215000001,26.44386574074074,b
8181,2017,2550140,Spencer Long,318,77,Nebraska,26,26.841100051968464,6,5,195.57999999999998,144.24237366,37.705177938944175,b
8182,2017,2552032,Brandon Scherff,315,77,Iowa,25,25.710367676882907,6,5,195.57999999999998,142.88159655,37.349468713105075,b
8183,2017,2552415,Jamison Crowder,177,69,Duke,24,24.234666102618704,5,9,175.26,80.28584949,26.135475740390678,b
8188,2017,2532890,Mychal Kendricks,240,71,California,26,26.953354437599817,5,11,180.34,108.8621688,33.469549692521326,b
8197,2017,2495826,Vernon Davis,248,75,Maryland,33,33.61180755190509,6,3,190.5,112.49090776,30.99448888888889,b
8205,2017,2556414,Rob Kelley,229,72,Tulane,24,24.93829625827059,6,0,182.88,103.87265273,31.05459104938272,b
8219,2017,2495211,Niles Paul,242,73,Nebraska,28,28.08958770628945,6,1,185.42,109.76935354000001,31.92456370801276,b
8228,2017,497149,LeGarrette Blount,247,72,Oregon,30,30.767214205136007,6,0,182.88,112.03731539,33.495563271604944,b
8229,2017,2495298,Jason Kelce,295,75,Cincinnati,29,29.850034191446753,6,3,190.5,133.80974915000002,36.86844444444444,b
8230,2017,2495459,Torrey Smith,205,72,Maryland,28,28.62347703881157,6,0,182.88,92.98643585,27.79996141975309,b
8231,2017,2505827,Jason Peters,328,76,Arkansas,35,35.63511290465688,6,4,193.04,148.77829736,39.921052631578945,b
8232,2017,2533039,Alshon Jeffery,218,75,South Carolina,27,27.572142336552844,6,3,190.5,98.88313666,27.245155555555556,b
8233,2017,2534434,Brandon Brooks,335,77,"Miami, O.",28,28.06221762744949,6,5,195.57999999999998,151.95344395,39.720863552032384,b
8234,2017,2539286,Lane Johnson,317,78,Oklahoma,27,27.344900721220878,6,6,198.12,143.78878129,36.62902695595003,b
8235,2017,2540158,Zach Ertz,250,77,Stanford,26,26.835660474814308,6,5,195.57999999999998,113.3980925,29.642435486591328,b
8236,2017,2552600,Nelson Agholor,198,72,Southern California,24,24.300410645929983,6,0,182.88,89.81128926000001,26.850694444444446,b
8237,2017,2555259,Carson Wentz,237,77,North Dakota State,24,24.697399010064135,6,5,195.57999999999998,107.50139169,28.10102884128858,b
8238,2017,2555495,Isaac Seumalo,303,76,Oregon State,23,23.86783022156311,6,4,193.04,137.43848811,36.87828947368421,b
8239,2017,2495190,Ryan Kerrigan,265,76,Purdue,29,29.069746717114104,6,4,193.04,120.20197805000001,32.25328947368421,b
8240,2017,2495281,Mason Foster,250,73,Washington,28,28.53039011204908,6,1,185.42,113.3980925,32.9799211859636,b
8241,2017,2532804,Zach Brown,251,73,North Carolina,27,27.8842573262859,6,1,185.42,113.85168487,33.111840870707454,b
8242,2017,2532920,Josh Norman,200,72,Coastal Carolina,29,29.740520159961466,6,0,182.88,90.718474,27.12191358024691,b
8243,2017,2539943,D.J. Swearinger,205,70,South Carolina,26,26.027994492610336,5,10,177.8,92.98643585,29.41122448979592,b
8244,2017,2543571,Bashaud Breeland,195,71,Clemson,25,25.61457902375339,5,11,180.34,88.45051215000001,27.19400912517358,b
8245,2017,2552276,Preston Smith,265,77,Mississippi State,24,24.81512659391082,6,5,195.57999999999998,120.20197805000001,31.420981615786808,b
8246,2017,2553710,Deshazor Everett,203,72,Texas A&M,25,25.55160845564935,6,0,182.88,92.07925111,27.528742283950617,b
8247,2017,2555240,Matthew Ioannidis,310,75,Temple,23,23.665229263315336,6,3,190.5,140.6136347,38.74311111111111,b
8248,2017,2555349,Kendall Fuller,198,71,Virginia Tech,22,22.575564650036757,5,11,180.34,89.81128926000001,27.612378496330095,b
8249,2017,2557844,Jonathan Allen,300,75,Alabama,22,22.65222447207646,6,3,190.5,136.077711,37.49333333333333,b
8253,2017,2507218,Brent Celek,255,76,Cincinnati,32,32.62621894567394,6,4,193.04,115.66605435000001,31.03618421052632,7
8257,2017,2555196,Halapoulivaati Vaitai,320,78,Texas Christian,24,24.237444133901185,6,6,198.12,145.14955840000002,36.97567389875083,b
8259,2017,2555461,Wendell Smallwood,208,70,West Virginia,23,23.640592662306386,5,10,177.8,94.34721296000001,29.841632653061225,b
8261,2017,496782,Junior Galette,254,74,Stillman,29,29.4585255849621,6,2,187.96,115.21246198,32.608108108108105,7
8263,2017,2495311,Terrell McClain,302,74,South Florida,29,29.143672744441908,6,2,187.96,136.98489574,38.77027027027027,b
8264,2017,2507780,Ziggy Hood,305,75,Missouri,30,30.5673551537506,6,3,190.5,138.34567285,38.11822222222222,b
8267,2017,2539285,Stacy McGee,341,75,Oklahoma,27,27.648806214667783,6,3,190.5,154.67499817,42.617422222222224,b
8271,2017,2557853,Ryan Anderson,253,74,Alabama,23,23.082071101731437,6,2,187.96,114.75886961,32.479729729729726,b
8274,2017,2495613,Corey Graham,196,72,New Hampshire,32,32.13067679417953,6,0,182.88,88.90410452,26.579475308641975,b
8292,2017,2555343,Josh Doctson,205,74,Texas Christian,24,24.771333878368445,6,2,187.96,92.98643585,26.31756756756757,b
8370,2017,2556855,Marcus Johnson,207,73,Texas,23,23.101261819656756,6,1,185.42,93.89362059,27.307374741977856,b
8426,2017,276,Chris Long,270,75,Virginia,32,32.45651694045174,6,3,190.5,122.4699399,33.744,b
8431,2017,2543884,Beau Allen,327,75,Wisconsin,25,25.825442334017797,6,3,190.5,148.32470499000001,40.867733333333334,b
8435,2017,2556786,Destiny Vaeao,300,76,Washington State,23,23.65432665982204,6,4,193.04,136.077711,36.51315789473684,b
8436,2017,2557984,Derek Barnett,259,75,Tennessee,21,21.212163757700207,6,3,190.5,117.48042383,32.36924444444444,b
8604,2017,2506467,Darren Sproles,190,66,Kansas State,34,34.227975796638525,5,6,167.64000000000001,86.1825503,30.663452708907254,b
8661,2017,2538176,Ty Nsekhe,330,80,Texas State,31,31.873494087002815,6,8,203.2,149.6854821,36.2484375,b
8674,2017,2543707,Jaylen Watkins,194,71,Florida,25,25.79000145765204,5,11,180.34,87.99691978,27.054552668121403,7
8684,2017,2532933,Brian Quick,215,75,Appalachian State,28,28.26775642000659,6,3,190.5,97.52235955,26.87022222222222,b
8818,2017,2553796,Quinton Dunbar,202,74,Florida,25,25.1384499138084,6,2,187.96,91.62565874,25.93243243243243,b
8851,2017,2550284,Trey Burton,238,74,Florida,25,25.86947771693665,6,2,187.96,107.95498406,30.554054054054053,b
8888,2017,79897,Darius Butler,192,70,Connecticut,31,31.48483953152331,5,10,177.8,87.08973504000001,27.54612244897959,7
8889,2017,496881,Al Woods,330,76,Louisiana State,30,30.466359038710166,6,4,193.04,149.6854821,40.16447368421053,b
8890,2017,2495228,Jabaal Sheard,268,75,Pittsburgh,28,28.339048977108526,6,3,190.5,121.56275516000001,33.49404444444445,b
8891,2017,2539280,John Simon,260,74,Ohio State,26,26.90989086622557,6,2,187.96,117.9340162,33.37837837837838,b
8892,2017,2539978,Jon Bostic,245,73,Florida,26,26.354107156437752,6,1,185.42,111.13013065000001,32.320322762244324,b
8893,2017,2540147,Johnathan Hankins,340,75,Ohio State,25,25.450616396684158,6,3,190.5,154.2214058,42.492444444444445,b
8894,2017,2541200,Rashaan Melvin,196,74,Northern Illinois,27,27.94206061297437,6,2,187.96,88.90410452,25.16216216216216,b
8895,2017,2552272,Henry Anderson,301,78,Stanford,26,26.10770058559586,6,6,198.12,136.53130337000002,34.780243261012494,b
8896,2017,2555160,Antonio Morrison,241,73,Florida,22,22.764784774507568,6,1,185.42,109.31576117,31.79264402326891,b
8897,2017,2555537,T.J. Green,215,75,Clemson,22,22.49373754658149,6,3,190.5,97.52235955,26.87022222222222,7
